"cod_elettorale","cod_istat","cod_catastale","desc_comune","cod_comune","desc_provincia","cod_provincia","desc_regione","cod_regione","ele_f","ele_m","ele_t","vot_f","vot_m","vot_t","perc_affluenza","pos_candidato","cognome","nome","voti_candidato","perc_candidato","eletto","pos_lista","nome_lista","voti_lista","perc_lista"
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,6,"LAZZARO","LUCA",17060,19.4,NA,25,"FRATELLI D'ITALIA",7184,8.61
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,6,"LAZZARO","LUCA",17060,19.4,NA,26,"FORZA ITALIA - PPE",4353,5.22
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,6,"LAZZARO","LUCA",17060,19.4,NA,28,"NOI MODERATI",2099,2.51
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,6,"LAZZARO","LUCA",17060,19.4,NA,27,"PARTITO LIBERALE ITALIANO",760,0.91
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,4,"ANGOLANO","ANNAGRAZIA",9597,10.91,NA,22,"MOVIMENTO 5 STELLE",5245,6.28
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,4,"ANGOLANO","ANNAGRAZIA",9597,10.91,NA,23,"ANGOLANO SINDACA",1291,1.55
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,3,"DI BELLO","COSIMO",4562,5.19,NA,18,"LISTA CON DI BELLO",1694,2.03
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,3,"DI BELLO","COSIMO",4562,5.19,NA,21,"TARANTO E FUTURO",1062,1.27
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,3,"DI BELLO","COSIMO",4562,5.19,NA,17,"MOVIMENTO SPORTIVO",464,0.56
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,3,"DI BELLO","COSIMO",4562,5.19,NA,20,"IMPRONTA VERDE",380,0.46
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,3,"DI BELLO","COSIMO",4562,5.19,NA,16,"TRE TERRE",375,0.45
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,3,"DI BELLO","COSIMO",4562,5.19,NA,19,"I RIONI",289,0.35
"160780270","073027","L049","TARANTO","0270","TARANTO","078","PUGLIA","16",84731,76153,160884,46635,44339,90974,56.55,5,"CITO","MARIO",844,0.96,NA,24,"LEGA D'AZIONE MERIDIONALE",675,0.81
"161060070","110007","H839","SAN FERDINANDO DI PUGLIA","0070","BARLETTA-ANDRIA-TRANI","106","PUGLIA","16",5703,5642,11345,4193,4175,8368,73.76,4,"LAMACCHIA","MICHELE",2984,36.4,"S",4,"PROGRESSISTI E DEMOCRATICI",2984,36.4
"161060070","110007","H839","SAN FERDINANDO DI PUGLIA","0070","BARLETTA-ANDRIA-TRANI","106","PUGLIA","16",5703,5642,11345,4193,4175,8368,73.76,2,"ACQUAVIVA","ANTONIO MARIO",1874,22.86,NA,2,"SAN FERDINANDO DI PUGLIA MIGLIORA",1874,22.86
"161060070","110007","H839","SAN FERDINANDO DI PUGLIA","0070","BARLETTA-ANDRIA-TRANI","106","PUGLIA","16",5703,5642,11345,4193,4175,8368,73.76,1,"MUSCI","BIAGIO",1682,20.52,NA,1,"ADESSO SAN FERDINANDO",1682,20.52
"161060070","110007","H839","SAN FERDINANDO DI PUGLIA","0070","BARLETTA-ANDRIA-TRANI","106","PUGLIA","16",5703,5642,11345,4193,4175,8368,73.76,3,"MASCIULLI","ANIELLO",1658,20.22,NA,3,"INSIEME POSSIAMO",1658,20.22
"170470030","077003","A801","BERNALDA","0030","MATERA","047","BASILICATA","17",5361,5283,10644,3227,3173,6400,60.13,2,"MATARAZZO","FRANCESCA",3117,50.92,"S",2,"PRIMA BERNALDA E METAPONTO",3117,50.92
"170470030","077003","A801","BERNALDA","0030","MATERA","047","BASILICATA","17",5361,5283,10644,3227,3173,6400,60.13,1,"GALLOTTA","GIUSEPPE",3004,49.08,NA,1,"BERNALDA-METAPONTO BERNALDA",3004,49.08
"170470130","077013","E326","IRSINA","0130","MATERA","047","BASILICATA","17",1758,1679,3437,1139,1159,2298,66.86,1,"CANDELA","GIUSEPPE",2133,100,"S",1,"UN'ALTRA IRSINA",2133,100
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,12,"MATERA DEMOCRATICA",4480,14.46
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,14,"MATERA VENTI TRENTA",2624,8.47
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,11,"MATERA IN AZIONE",2510,8.1
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,10,"MATERA NEL CUORE",1331,4.3
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,16,"BASILICATA CASA COMUNE PER MATERA",1286,4.15
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,15,"MATERIA FUTURA DAI GIOVANI PER MATERA",1212,3.91
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,17,"VOLT",1036,3.34
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,18,"SOCIALISTI E + MATERA",1009,3.26
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,5,"CIFARELLI","ROBERTO",13925,43.52,NA,13,"PERIFERIE PER MATERA",770,2.49
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,2,"NICOLETTI","ANTONIO",11832,36.98,NA,5,"FRATELLI D'ITALIA",3226,10.41
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,2,"NICOLETTI","ANTONIO",11832,36.98,NA,7,"NICOLETTI SINDACO X MATERA CAPITALE",2192,7.08
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,2,"NICOLETTI","ANTONIO",11832,36.98,NA,3,"FORZA ITALIA - PPE",1691,5.46
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,2,"NICOLETTI","ANTONIO",11832,36.98,NA,2,"IO SUD",1469,4.74
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,2,"NICOLETTI","ANTONIO",11832,36.98,NA,6,"ACITO - UNIONE DI CENTRO",1248,4.03
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,2,"NICOLETTI","ANTONIO",11832,36.98,NA,4,"LA SCELTA GIUSTA",489,1.58
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,1,"BENNARDI","DOMENICO",2664,8.33,NA,1,"MOVIMENTO 5 STELLE",1694,5.47
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,4,"SANTOCHIRICO","VINCENZO",2192,6.85,NA,9,"PROGETTO COMUNE MATERA",1857,5.99
"170470140","077014","F052","MATERA","0140","MATERA","047","BASILICATA","17",26064,24436,50500,16738,16188,32926,65.2,3,"PRISCO","LUCA",1381,4.32,NA,8,"MATHERA - DEMOCRAZIA MATERANA",853,2.75
"170470160","077016","F399","MONTALBANO JONICO","0160","MATERA","047","BASILICATA","17",2991,2892,5883,2081,2002,4083,69.4,1,"DI SANZO","GIUSEPPE ANTONIO",2839,71.24,"S",1,"AVANTI MONTALBANO",2839,71.24
"170470160","077016","F399","MONTALBANO JONICO","0160","MATERA","047","BASILICATA","17",2991,2892,5883,2081,2002,4083,69.4,2,"MAFFIA","MARCELLO",1146,28.76,NA,2,"NUOVAMENTE MONTALBANO",1146,28.76
"170640060","076006","A482","ATELLA","0060","POTENZA","064","BASILICATA","17",1987,1983,3970,1238,1211,2449,61.69,1,"TELESCA","GIUSEPPE DONATO",897,37.05,"S",1,"COSTRUIAMO IL DOMANI",897,37.05
"170640060","076006","A482","ATELLA","0060","POTENZA","064","BASILICATA","17",1987,1983,3970,1238,1211,2449,61.69,2,"LECCESE","FRANCESCO ALFREDO",810,33.46,NA,2,"CUORE E FUTURO",810,33.46
"170640060","076006","A482","ATELLA","0060","POTENZA","064","BASILICATA","17",1987,1983,3970,1238,1211,2449,61.69,3,"PETRUZZELLI","GERARDO LUCIO",714,29.49,NA,3,"PER ATELLA",714,29.49
"170640420","076043","E493","LAVELLO","0420","POTENZA","064","BASILICATA","17",5513,5527,11040,3384,3518,6902,62.52,1,"CARNEVALE","PASQUALE",3985,60.28,"S",1,"LAVELLO CIVICA",3985,60.28
"170640420","076043","E493","LAVELLO","0420","POTENZA","064","BASILICATA","17",5513,5527,11040,3384,3518,6902,62.52,2,"ANNALE","ANTONIO",2626,39.72,NA,2,"SIAMO LAVELLO-MOVIMENTO 5 STELLE-PD-PSI-ALLEANZA VERDI E SINISTRA-CIVICA",2626,39.72
"170640840","076085","I610","SENISE","0840","POTENZA","064","BASILICATA","17",3913,3951,7864,2062,2095,4157,52.86,1,"CASTRONUOVO","ELEONORA",1826,45.09,"S",1,"SENISE RESPONSABILE",1826,45.09
"170640840","076085","I610","SENISE","0840","POTENZA","064","BASILICATA","17",3913,3951,7864,2062,2095,4157,52.86,2,"CASTELLUCCIO","AMEDEO",1611,39.78,NA,2,"SENISE FUTURA",1611,39.78
"170640840","076085","I610","SENISE","0840","POTENZA","064","BASILICATA","17",3913,3951,7864,2062,2095,4157,52.86,3,"UCCELLI","ANTONIO LUCIANO",613,15.14,NA,3,"RINASCITA SENISESE",613,15.14
"170640890","076090","L197","TOLVE","0890","POTENZA","064","BASILICATA","17",2061,2017,4078,1052,1070,2122,52.04,2,"MARTUCCI","RENATO",1081,51.5,"S",2,"TOLVE IN GRANDE",1081,51.5
"170640890","076090","L197","TOLVE","0890","POTENZA","064","BASILICATA","17",2061,2017,4078,1052,1070,2122,52.04,1,"D'EUGENIO","DELIA FILOMENA",1018,48.5,NA,1,"SIAMO TOLVE",1018,48.5
"180220340","079036","D181","CROPANI","0340","CATANZARO","022","CALABRIA","18",1958,1840,3798,1299,1245,2544,66.98,1,"MERCURIO","RAFFAELE",2423,100,"S",1,"UNICAMENTE CROPANI",2423,100
"180220630","079065","E274","JACURSO","0630","CATANZARO","022","CALABRIA","18",401,377,778,191,162,353,45.37,1,"SERRATORE","PIETRO",323,95,"S",1,"AMARE JACURSO",323,95
"180220630","079065","E274","JACURSO","0630","CATANZARO","022","CALABRIA","18",401,377,778,191,162,353,45.37,2,"SOVERATI","ANTONIO",17,5,NA,2,"INSIEME PER JACURSO",17,5
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,3,"MURONE","MARIO",14437,43.89,NA,14,"FRATELLI D'ITALIA",3467,10.91
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,3,"MURONE","MARIO",14437,43.89,NA,10,"NOI MODERATI",3302,10.39
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,3,"MURONE","MARIO",14437,43.89,NA,12,"FORZA ITALIA - PPE",2867,9.02
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,3,"MURONE","MARIO",14437,43.89,NA,13,"LEGA SALVINI CALABRIA",2724,8.57
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,3,"MURONE","MARIO",14437,43.89,NA,9,"LAMEZIA DOMANI",2621,8.25
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,3,"MURONE","MARIO",14437,43.89,NA,11,"CALABRIA AZZURRA",1615,5.08
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,1,"LO MORO","DORIS",10552,32.08,NA,1,"PARTITO DEMOCRATICO",4469,14.07
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,1,"LO MORO","DORIS",10552,32.08,NA,4,"PER VIVERE BENE",2633,8.29
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,1,"LO MORO","DORIS",10552,32.08,NA,3,"AZIONE",1516,4.77
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,1,"LO MORO","DORIS",10552,32.08,NA,2,"MOVIMENTO 5 STELLE",977,3.08
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,1,"LO MORO","DORIS",10552,32.08,NA,5,"ERA ORA",759,2.39
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,2,"BEVILACQUA","GIANPAOLO",7908,24.04,NA,6,"GIANPAOLO BEVILACQUA SINDACO DEL POPOLO",3812,12
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,2,"BEVILACQUA","GIANPAOLO",7908,24.04,NA,7,"L'ITALIA DEL MERIDIONE - LAMEZIA NEL CUORE",579,1.82
"180220641","079160","M208","LAMEZIA TERME","0641","CATANZARO","022","CALABRIA","18",31723,29533,61256,0,0,0,0,2,"BEVILACQUA","GIANPAOLO",7908,24.04,NA,8,"MOVIMENTO INDIPENDENZA",429,1.35
"180220670","079069","E834","MAIDA","0670","CATANZARO","022","CALABRIA","18",2484,2478,4962,1487,1448,2935,59.15,3,"PAONE","SALVATORE",1159,39.99,"S",3,"LIBERTA' E' PARTECIPAZIONE",1159,39.99
"180220670","079069","E834","MAIDA","0670","CATANZARO","022","CALABRIA","18",2484,2478,4962,1487,1448,2935,59.15,2,"DATTILO","FRANCESCO",889,30.68,NA,2,"UN'ALTRA MAIDA E' POSSIBILE",889,30.68
"180220670","079069","E834","MAIDA","0670","CATANZARO","022","CALABRIA","18",2484,2478,4962,1487,1448,2935,59.15,1,"AMANTEA","GALDINO DARIO",850,29.33,NA,1,"COSTRUIAMO IL FUTURO",850,29.33
"180220920","079095","G518","PETRONA'","0920","CATANZARO","022","CALABRIA","18",1293,1222,2515,782,769,1551,61.67,2,"BOLOTTA","DARIO",1308,86.62,"S",2,"NUOVA ERA PETRONESE",1308,86.62
"180220920","079095","G518","PETRONA'","0920","CATANZARO","022","CALABRIA","18",1293,1222,2515,782,769,1551,61.67,1,"MAZZEI","VINCENZO",202,13.38,NA,1,"SIAMO PETRONA' E ARIETTA",202,13.38
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,2,"IACOBINI","GIANPAOLO",5015,52.45,"S",5,"CASSANO AZZURRA",1299,13.99
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,2,"IACOBINI","GIANPAOLO",5015,52.45,"S",4,"NOI INSIEME",1246,13.42
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,2,"IACOBINI","GIANPAOLO",5015,52.45,"S",2,"PATTO CIVICO",1114,12
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,2,"IACOBINI","GIANPAOLO",5015,52.45,"S",3,"LA CASSANO CHE VUOI",932,10.04
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,2,"IACOBINI","GIANPAOLO",5015,52.45,"S",6,"MOVIMENTO POPOLARE",594,6.4
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,3,"GAUDIANO","CARMEN",3655,38.23,"C",7,"PER AMORE DI CASSANO",1853,19.96
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,3,"GAUDIANO","CARMEN",3655,38.23,"C",9,"LA MONGOLFIERA",1030,11.09
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,3,"GAUDIANO","CARMEN",3655,38.23,"C",8,"LIBERTA' E PARTECIPAZIONE",523,5.63
"180250290","078029","C002","CASSANO ALL'IONIO","0290","COSENZA","025","CALABRIA","18",8106,8020,16126,4913,4849,9762,60.54,1,"AVENA","ANTONELLO MARIO",891,9.32,"C",1,"ARTICOLO VENTUNO",693,7.46
"180250400","078040","C588","CETRARO","0400","COSENZA","025","CALABRIA","18",5184,5041,10225,2835,2585,5420,53.01,1,"AIETA","GIUSEPPE",3447,65.25,"S",1,"INSIEME PER CETRARO",3447,65.25
"180250400","078040","C588","CETRARO","0400","COSENZA","025","CALABRIA","18",5184,5041,10225,2835,2585,5420,53.01,2,"DEL TRONO","GIOVANNI",1836,34.75,NA,2,"CETRARO NEL CUORE",1836,34.75
"180250920","078091","G317","PAOLA","0920","COSENZA","025","CALABRIA","18",7733,7452,15185,4957,4551,9508,62.61,1,"PERROTTA","ROBERTO",3567,38.08,"S",1,"LA NOSTRA PAOLA",3567,38.08
"180250920","078091","G317","PAOLA","0920","COSENZA","025","CALABRIA","18",7733,7452,15185,4957,4551,9508,62.61,2,"POLITANO","GIOVANNI ",2263,24.16,NA,2,"INSIEME PER PAOLA",2263,24.16
"180250920","078091","G317","PAOLA","0920","COSENZA","025","CALABRIA","18",7733,7452,15185,4957,4551,9508,62.61,3,"DI NATALE","GRAZIANO",1639,17.5,NA,3,"PAOLA CIVICA E PROGRESSISTA",1639,17.5
"180250920","078091","G317","PAOLA","0920","COSENZA","025","CALABRIA","18",7733,7452,15185,4957,4551,9508,62.61,5,"CASSANO","ANTONIO",953,10.17,NA,5,"LIBERA SCELTA",953,10.17
"180250920","078091","G317","PAOLA","0920","COSENZA","025","CALABRIA","18",7733,7452,15185,4957,4551,9508,62.61,4,"SIGNORELLI","ANDREA",946,10.1,NA,4,"RIPARTE IL FUTURO",946,10.1
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,3,"PRINCIPE","SANDRO",12368,58.54,"S",13,"INSIEME PER RENDE",3695,17.99
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,3,"PRINCIPE","SANDRO",12368,58.54,"S",10,"RENDE RIFORMISTA",2002,9.75
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,3,"PRINCIPE","SANDRO",12368,58.54,"S",15,"INNOVA",1832,8.92
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,3,"PRINCIPE","SANDRO",12368,58.54,"S",11,"AVANTI RENDE LIBERA-PSI",1691,8.23
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,3,"PRINCIPE","SANDRO",12368,58.54,"S",12,"RENDE AVANTI",1621,7.89
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,3,"PRINCIPE","SANDRO",12368,58.54,"S",14,"L'ITALIA DEL MERIDIONE",1406,6.85
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,2,"GHIONNA","MARCO SAVERIO ",4116,19.48,"C",6,"RENDE AZZURRA",1411,6.87
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,2,"GHIONNA","MARCO SAVERIO ",4116,19.48,"C",4,"FRATELLI D'ITALIA",1059,5.16
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,2,"GHIONNA","MARCO SAVERIO ",4116,19.48,"C",8,"FUTURO",646,3.15
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,2,"GHIONNA","MARCO SAVERIO ",4116,19.48,"C",5,"LA RENDE CHE VUOI",368,1.79
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,2,"GHIONNA","MARCO SAVERIO ",4116,19.48,"C",7,"NOI MODERATI",344,1.67
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,2,"GHIONNA","MARCO SAVERIO ",4116,19.48,"C",9,"PRIMA RENDE",272,1.32
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,1,"BILOTTI","GIOVANNI",3090,14.63,"C",2,"PROGRESSISTI DEMOCRATICI",1120,5.45
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,1,"BILOTTI","GIOVANNI",3090,14.63,"C",3,"G GENERAZIONE",1084,5.28
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,1,"BILOTTI","GIOVANNI",3090,14.63,"C",1,"PARTECIPAZIONE RENDE",829,4.04
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,5,"GALLO","ROSSELLA ",1174,5.56,"C",18,"MOVIMENTO 5 STELLE",647,3.15
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,5,"GALLO","ROSSELLA ",1174,5.56,"C",17,"SINISTRA PER RENDE-RIFONDAZIONE COMUNISTA- PACE",272,1.32
"180251030","078102","H235","RENDE","1030","COSENZA","025","CALABRIA","18",16622,15653,32275,10993,10527,21520,66.68,4,"BONANNO","LUCIANO",379,1.79,NA,16,"LIBERTA' IN MOVIMENTO",241,1.17
"180251380","078138","I489","SCALEA","1380","COSENZA","025","CALABRIA","18",5362,5331,10693,3107,3131,6238,58.34,4,"RUSSO","MARIO",2734,45.18,"S",4,"SCALEA RINASCE",2734,45.18
"180251380","078138","I489","SCALEA","1380","COSENZA","025","CALABRIA","18",5362,5331,10693,3107,3131,6238,58.34,1,"PERROTTA","GIACOMO",1646,27.2,NA,1,"SCALEA OLTRE",1646,27.2
"180251380","078138","I489","SCALEA","1380","COSENZA","025","CALABRIA","18",5362,5331,10693,3107,3131,6238,58.34,2,"PARAVATI ","ANGELO PIO ARMANDO",1014,16.75,NA,2,"SCALEA FUTURA",1014,16.75
"180251380","078138","I489","SCALEA","1380","COSENZA","025","CALABRIA","18",5362,5331,10693,3107,3131,6238,58.34,3,"LICURSI","GENNARO",658,10.87,NA,3,"UNITI PER SCALEA",658,10.87
"180670450","080045","E956","MARINA DI GIOIOSA IONICA","0450","REGGIO CALABRIA","067","CALABRIA","18",3311,3029,6340,1865,1753,3618,57.07,2,"FEMIA","ROCCO",2103,59.17,"S",2,"MARINA DI GIOIOSA",2103,59.17
"180670450","080045","E956","MARINA DI GIOIOSA IONICA","0450","REGGIO CALABRIA","067","CALABRIA","18",3311,3029,6340,1865,1753,3618,57.07,1,"COLUCCIO","GIUSEPPE",1451,40.83,NA,1,"MARINA IN PROSPETTIVA",1451,40.83
"180670500","080050","F112","MELITO DI PORTO SALVO","0500","REGGIO CALABRIA","067","CALABRIA","18",4316,3883,8199,2306,2339,4645,56.65,1,"NASTASI","ANNUNZIATO",4571,100,"S",1,"MELITO BENE COMUNE",4571,100
"180670730","080073","H959","SAN LORENZO","0730","REGGIO CALABRIA","067","CALABRIA","18",905,840,1745,448,456,904,51.81,1,"POLIMENI","NATALE ALESSANDRO",867,100,"S",1,"SAN LORENZO SVEGLIA!",867,100
"180670850","080085","I537","SCILLA","0850","REGGIO CALABRIA","067","CALABRIA","18",2690,2712,5402,1485,1453,2938,54.39,2,"CICCONE","GAETANO",1151,39.69,"S",2,"SVILUPPO E SOLIDARIETA'",1151,39.69
"180670850","080085","I537","SCILLA","0850","REGGIO CALABRIA","067","CALABRIA","18",2690,2712,5402,1485,1453,2938,54.39,3,"BUETI","ROCCO",1020,35.17,NA,3,"SCILLA UNITA",1020,35.17
"180670850","080085","I537","SCILLA","0850","REGGIO CALABRIA","067","CALABRIA","18",2690,2712,5402,1485,1453,2938,54.39,1,"SANTAGATI","CARMELA",729,25.14,NA,1,"SCILLA MEDITERRANEA",729,25.14
"180970130","101013","E339","ISOLA DI CAPO RIZZUTO","0130","CROTONE","097","CALABRIA","18",6688,6432,13120,4770,4543,9313,70.98,3,"VITTIMBERGA","MARIA GRAZIA",4663,51.14,"S",6,"PIU' FORTI INSIEME",1785,20.24
"180970130","101013","E339","ISOLA DI CAPO RIZZUTO","0130","CROTONE","097","CALABRIA","18",6688,6432,13120,4770,4543,9313,70.98,3,"VITTIMBERGA","MARIA GRAZIA",4663,51.14,"S",9,"ISOLA AL CENTRO",1463,16.59
"180970130","101013","E339","ISOLA DI CAPO RIZZUTO","0130","CROTONE","097","CALABRIA","18",6688,6432,13120,4770,4543,9313,70.98,3,"VITTIMBERGA","MARIA GRAZIA",4663,51.14,"S",7,"ORIZZONTI NUOVI",557,6.32
"180970130","101013","E339","ISOLA DI CAPO RIZZUTO","0130","CROTONE","097","CALABRIA","18",6688,6432,13120,4770,4543,9313,70.98,3,"VITTIMBERGA","MARIA GRAZIA",4663,51.14,"S",8,"LIBERI DI CONTINUARE",406,4.6
"180970130","101013","E339","ISOLA DI CAPO RIZZUTO","0130","CROTONE","097","CALABRIA","18",6688,6432,13120,4770,4543,9313,70.98,2,"PISCITELLI","MAURIZIO",3600,39.48,"C",4,"FORZA ITALIA - PPE",1543,17.5
