"cod_elettorale","cod_istat","cod_catastale","desc_comune","cod_comune","desc_provincia","cod_provincia","desc_regione","cod_regione","ele_f","ele_m","ele_t","vot_f","vot_m","vot_t","perc_affluenza","pos_candidato","cognome","nome","voti_candidato","perc_candidato","eletto","pos_lista","nome_lista","voti_lista","perc_lista"
"110030340","042034","G157","OSIMO","0340","ANCONA","003","MARCHE","11",16334,15732,32066,8516,8288,16804,52.4,1,"STAFFOLANI","MICHELA",2033,12.42,"C",1,"RINASCI OSIMO",443,3.01
"110030340","042034","G157","OSIMO","0340","ANCONA","003","MARCHE","11",16334,15732,32066,8516,8288,16804,52.4,1,"STAFFOLANI","MICHELA",2033,12.42,"C",3,"VIVA OSIMO",120,0.81
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,19,"FRATELLI D'ITALIA",1119,15.17
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,16,"NOI MODERATI",770,10.44
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,15,"IL CENTRODESTRA PER SEM",688,9.33
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,14,"CITTADINI IN COMUNE",326,4.42
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,18,"UNIONE CIVICA",279,3.78
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,20,"LEGA",182,2.47
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,4,"CALCINARI","GIONATA",3613,44.83,NA,17,"NPSI-SEM-AZIONE",47,0.64
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,7,"PER S.E.M.",787,10.67
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,6,"PER SEMPRE DEMOCRATICI",362,4.91
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,9,"PARTECIPAZIONE DEMOCRATICA",294,3.98
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,4,"UNITI PER ORSILI SINDACO",253,3.43
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,5,"INSIEME PER SANT'ELPIDIO A MARE",217,2.94
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,10,"CON ROSSANO ORSILI SINDACO",134,1.82
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,8,"NOI PER ORSILI SINDACO",74,1
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,2,"ORSILI","ROSSANO",2294,28.47,NA,11,"SANT'ELPIDIO A MARE BASE POPOLARE",9,0.12
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,1,"ROMANELLI","MIRCO",1493,18.53,NA,3,"PROGETTO DEMOCRATICO",641,8.69
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,1,"ROMANELLI","MIRCO",1493,18.53,NA,2,"ALLEANZA VERDI E SINISTRA",309,4.19
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,1,"ROMANELLI","MIRCO",1493,18.53,NA,1,"PRIMAVERA SEM",302,4.09
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,3,"PIERMARTIRI","ENRICO",659,8.18,NA,13,"DEMOCRATICI E POPOLARI",329,4.46
"111050370","109037","I324","SANT'ELPIDIO A MARE","0370","FERMO","105","MARCHE","11",7599,7456,15055,4098,4190,8288,55.05,3,"PIERMARTIRI","ENRICO",659,8.18,NA,12,"RISORGISEM",256,3.47
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",14,"PARTITO DEMOCRATICO",1590,12.49
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",10,"ANDREA QUERQUI SINDACO",1222,9.6
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",12,"PROGRESSO FABRATERNO",935,7.35
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",11,"NUOVA VITA",798,6.27
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",9,"CECCANO IN COMUNE",631,4.96
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",8,"PARTITO SOCIALISTA ITALIANO",609,4.79
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",13,"ALLEANZA VERDI E SINISTRA",530,4.16
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,3,"QUERQUI","ANDREA",6978,52.59,"S",15,"MOVIMENTO 5 STELLE",234,1.84
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,1,"DI POFI","UGO",2730,20.58,"C",5,"GRANDE CECCANO",1308,10.28
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,1,"DI POFI","UGO",2730,20.58,"C",1,"FRATELLI D'ITALIA",765,6.01
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,1,"DI POFI","UGO",2730,20.58,"C",3,"SEMPRE CON CECCANO",420,3.3
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,1,"DI POFI","UGO",2730,20.58,"C",4,"CECCANO PIU' FORTE",181,1.42
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,1,"DI POFI","UGO",2730,20.58,"C",2,"LEGA SALVINI PREMIER",170,1.34
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,5,"GIOVANNONE","FABIO ",1933,14.57,"C",21,"NOI CON CECCANO",858,6.74
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,5,"GIOVANNONE","FABIO ",1933,14.57,"C",20,"SAVONI PER GIOVANNONE",649,5.1
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,5,"GIOVANNONE","FABIO ",1933,14.57,"C",19,"CECCANO RIPARTE",437,3.43
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,4,"MALIZIOLA","MANUELA",1192,8.98,"C",17,"CECCANO AL CENTRO",402,3.16
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,4,"MALIZIOLA","MANUELA",1192,8.98,"C",16,"VIVERE CECCANO",340,2.67
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,4,"MALIZIOLA","MANUELA",1192,8.98,"C",18,"PROGETTO IN COMUNE",248,1.95
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,2,"MINGARELLI","LUIGI",435,3.28,NA,7,"CECCANO 2030 PER L'ACQUA PUBBLICA",222,1.74
"120330240","060024","C413","CECCANO","0240","FROSINONE","033","LAZIO","12",9700,9226,18926,6924,6691,13615,71.94,2,"MINGARELLI","LUIGI",435,3.28,NA,6,"CECCANO A SINISTRA - PCI - RIFONDAZIONE COMUNISTA",177,1.39
"120400100","059010","E375","ITRI","0100","LATINA","040","LAZIO","12",4831,4819,9650,3023,3014,6037,62.56,4,"DI BIASE","ANDREA",2483,41.94,"S",4,"ITRI 2035",2483,41.94
"120400100","059010","E375","ITRI","0100","LATINA","040","LAZIO","12",4831,4819,9650,3023,3014,6037,62.56,3,"FARGIORGIO","ANTONIO",2283,38.56,NA,3,"ITRI DOMANI",2283,38.56
"120400100","059010","E375","ITRI","0100","LATINA","040","LAZIO","12",4831,4819,9650,3023,3014,6037,62.56,1,"GELFU'","ANTONIO",683,11.54,NA,1,"INSIEME PER ITRI",683,11.54
"120400100","059010","E375","ITRI","0100","LATINA","040","LAZIO","12",4831,4819,9650,3023,3014,6037,62.56,2,"AGRESTI","OSVALDO",472,7.97,NA,2,"UN'ALTRA ITRI",472,7.97
"120690230","057025","C969","CONTIGLIANO","0230","RIETI","069","LAZIO","12",1565,1507,3072,1135,1125,2260,73.57,2,"TONI","ANGELO",835,37.56,"S",2,"CONTIGLIANO PER CONTIGLIANO",835,37.56
"120690230","057025","C969","CONTIGLIANO","0230","RIETI","069","LAZIO","12",1565,1507,3072,1135,1125,2260,73.57,1,"LANCIA","PAOLO",706,31.76,NA,1,"IMPEGNO CIVICO PER CONTIGLIANO",706,31.76
"120690230","057025","C969","CONTIGLIANO","0230","RIETI","069","LAZIO","12",1565,1507,3072,1135,1125,2260,73.57,3,"GIOCONDI","ROBERTO",682,30.68,NA,3,"CONTIGLIANO COMUNITA' FUTURA",682,30.68
"120690470","057049","G498","PESCOROCCHIANO","0470","RIETI","069","LAZIO","12",927,970,1897,669,726,1395,73.54,2,"PASSACANTANDO","ELIANA",522,38.02,"S",2,"TERRA E SVILUPPO",522,38.02
"120690470","057049","G498","PESCOROCCHIANO","0470","RIETI","069","LAZIO","12",927,970,1897,669,726,1395,73.54,1,"BONVENTRE","SALVATORE",446,32.48,NA,1,"CAMBIAMO! PESCOROCCHIANO",446,32.48
"120690470","057049","G498","PESCOROCCHIANO","0470","RIETI","069","LAZIO","12",927,970,1897,669,726,1395,73.54,3,"GINNETTI","GIADA ",405,29.5,NA,3,"RADICI E FUTURO",405,29.5
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,1,"FERILLI","OTTORINO",2853,40.56,NA,1,"PARTITO DEMOCRATICO",1178,17.67
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,1,"FERILLI","OTTORINO",2853,40.56,NA,4,"DEMOCRAZIA E PARTECIPAZIONE",670,10.05
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,1,"FERILLI","OTTORINO",2853,40.56,NA,5,"CRESCERE INSIEME",561,8.41
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,1,"FERILLI","OTTORINO",2853,40.56,NA,2,"ORIZZONTI COMUNI",206,3.09
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,1,"FERILLI","OTTORINO",2853,40.56,NA,3,"MODERATI PER OTTORINO FERILLI SINDACO",112,1.68
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,2,"SANTONASTASO","DAVIDE",2830,40.23,NA,6,"FIANO 2030",1649,24.73
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,2,"SANTONASTASO","DAVIDE",2830,40.23,NA,7,"SIAMO FIANO",992,14.88
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,3,"MILOZZI","RICCARDO",1351,19.21,NA,8,"LEGA SALVINI PREMIER",702,10.53
"120700360","058036","D561","FIANO ROMANO","0360","ROMA","070","LAZIO","12",6160,6067,12227,3749,3415,7164,58.59,3,"MILOZZI","RICCARDO",1351,19.21,NA,9,"FRATELLI D'ITALIA",597,8.95
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,2,"FALCIONI","UMBERTO",9053,79.37,"S",7,"FRATELLI D'ITALIA",3607,32.24
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,2,"FALCIONI","UMBERTO",9053,79.37,"S",5,"NOI MODERATI-PER FARE",1788,15.98
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,2,"FALCIONI","UMBERTO",9053,79.37,"S",9,"CAMBIA ROTTA LA PRUA",1304,11.66
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,2,"FALCIONI","UMBERTO",9053,79.37,"S",4,"FORZA ITALIA - PPE",1044,9.33
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,2,"FALCIONI","UMBERTO",9053,79.37,"S",8,"RINASCITA DI FONTE NUOVA",769,6.87
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,2,"FALCIONI","UMBERTO",9053,79.37,"S",6,"LEGA PER SALVINI PREMIER",544,4.86
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,1,"BERTOZZI","GIORGIO",2353,20.63,"C",2,"PARTITO DEMOCRATICO",988,8.83
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,1,"BERTOZZI","GIORGIO",2353,20.63,"C",1,"MOVIMENTO 5 STELLE",657,5.87
"120700375","058122","M309","FONTE NUOVA","0375","ROMA","070","LAZIO","12",12698,11876,24574,6023,5609,11632,47.33,1,"BERTOZZI","GIORGIO",2353,20.63,"C",3,"ALLEANZA VERDI E SINISTRA-L'ALTRA FONTE NUOVA",487,4.35
"120700790","058080","G874","PONZANO ROMANO","0790","ROMA","070","LAZIO","12",502,544,1046,351,370,721,68.93,2,"DI MARZIO","GIUSEPPINA",385,54.69,"S",2,"PONZANO UNITA",385,54.69
"120700790","058080","G874","PONZANO ROMANO","0790","ROMA","070","LAZIO","12",502,544,1046,351,370,721,68.93,1,"PIERSANTI","SIMONE",239,33.95,NA,1,"VALORE PER PONZANO R.",239,33.95
"120700790","058080","G874","PONZANO ROMANO","0790","ROMA","070","LAZIO","12",502,544,1046,351,370,721,68.93,3,"LELLI","CARLO",80,11.36,NA,3,"PONZANO PER TUTTI INSIEME SI PUO'",80,11.36
"120700970","058098","I284","SANT'ANGELO ROMANO","0970","ROMA","070","LAZIO","12",1994,2010,4004,1196,1223,2419,60.41,1,"CORNACCHIA","ANTONIO",1588,67.37,"S",1,"INSIEME PER SANT'ANGELO TONI SINDACO",1588,67.37
"120700970","058098","I284","SANT'ANGELO ROMANO","0970","ROMA","070","LAZIO","12",1994,2010,4004,1196,1223,2419,60.41,2,"CAROLINI","CLAUDIO",769,32.63,NA,2,"CLAUDIO CAROLINI SINDACO",769,32.63
"120701020","058103","I992","SUBIACO","1020","ROMA","070","LAZIO","12",3630,3521,7151,2609,2564,5173,72.34,1,"RAPONE","FELICE",3640,72.18,"S",1,"ORA SUBIACO",3640,72.18
"120701020","058103","I992","SUBIACO","1020","ROMA","070","LAZIO","12",3630,3521,7151,2609,2564,5173,72.34,3,"MAROCCHINI","ANGELA",1015,20.13,NA,3,"ESSERE SUBIACO",1015,20.13
"120701020","058103","I992","SUBIACO","1020","ROMA","070","LAZIO","12",3630,3521,7151,2609,2564,5173,72.34,2,"STURBA","MARIANNA",388,7.69,NA,2,"SUBIACO CITTA' APERTA",388,7.69
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,5,"DI NARDO","ANGELO",3265,26.72,NA,18,"FRATELLI D'ITALIA",1133,9.83
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,5,"DI NARDO","ANGELO",3265,26.72,NA,17,"CITTA' CHE AMO",672,5.83
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,5,"DI NARDO","ANGELO",3265,26.72,NA,16,"FORZA GIUSTA PER ORTONA",629,5.46
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,5,"DI NARDO","ANGELO",3265,26.72,NA,15,"DI NARDO SINDACO",550,4.77
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,7,"FRATINO","NICOLA",2848,23.31,NA,22,"FORZA ITALIA - PPE",1114,9.66
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,7,"FRATINO","NICOLA",2848,23.31,NA,24,"ALLEANZA PER ORTONA",789,6.84
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,7,"FRATINO","NICOLA",2848,23.31,NA,20,"UNIONE DI CENTRO - ORTONA POPOLARE",583,5.06
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,7,"FRATINO","NICOLA",2848,23.31,NA,23,"LEGA SALVINI ABRUZZO",351,3.04
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,7,"FRATINO","NICOLA",2848,23.31,NA,21,"NOI MODERATI",178,1.54
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,1,"COCCIOLA","ILARIO",2430,19.89,NA,3,"PARTITO DEMOCRATICO",774,6.71
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,1,"COCCIOLA","ILARIO",2430,19.89,NA,5,"IL FARO",556,4.82
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,1,"COCCIOLA","ILARIO",2430,19.89,NA,1,"AZIONE",317,2.75
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,1,"COCCIOLA","ILARIO",2430,19.89,NA,2,"ALLEANZA VERDI E SINISTRA",248,2.15
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,1,"COCCIOLA","ILARIO",2430,19.89,NA,4,"CENTRO DEMOCRATICO",141,1.22
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,4,"CASTIGLIONE","LEO",1609,13.17,NA,14,"CITTADINI CONSAPEVOLI",513,4.45
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,4,"CASTIGLIONE","LEO",1609,13.17,NA,13,"IL COMUNE DELLE IDEE",512,4.44
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,4,"CASTIGLIONE","LEO",1609,13.17,NA,12,"ENERGIE NUOVE",467,4.05
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,4,"CASTIGLIONE","LEO",1609,13.17,NA,11,"COERENZA CIVICA",128,1.11
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,3,"CANOSA","CRISTIANA",1404,11.49,NA,10,"CRISTIANA CANOSA SINDACO",381,3.3
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,3,"CANOSA","CRISTIANA",1404,11.49,NA,9,"ORTONA PROTAGONISTA",369,3.2
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,3,"CANOSA","CRISTIANA",1404,11.49,NA,7,"PARI OPPORTUNITÀ",355,3.08
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,3,"CANOSA","CRISTIANA",1404,11.49,NA,8,"FARE PER CONTRADE E QUARTIERI",282,2.45
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,2,"NAPOLIONE","NICOLA",440,3.6,NA,6,"MOVIMENTO 5 STELLE",340,2.95
"130230580","069058","G141","ORTONA","0580","CHIETI","023","ABRUZZO","13",11310,10687,21997,0,0,0,0,6,"PRIMAVERA","NICOLA",223,1.83,NA,19,"PARTITO SOCIALISTA ITALIANO",148,1.28
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,17,"BUCCINI","DONATO",83,49.7,NA,17,"CAMBIAMENTI PER IL COMUNE DI BISEGNA",83,49.7
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,25,"CONTE","MAURIZIO ANTONIO MARIO ",83,49.7,NA,25,"LA RONDINE",83,49.7
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,2,"D'ARCANGELO","ELISEO",1,0.6,NA,2,"PER CAMBIARE BISEGNA",1,0.6
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,1,"SATURNINI","LUCA",0,0,NA,1,"INSIEME",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,3,"TOSCANI","GENNARO",0,0,NA,3,"INSIEME SI PUO'",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,4,"CAPARCO","MARIA IMOLA",0,0,NA,4,"LA SCELTA GIUSTA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,5,"DE PETRIS ","FRANCESCO ELIA",0,0,NA,5,"UNITI IN CONCORDIA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,6,"MINCHELLA","IVAN ANTONIO",0,0,NA,6,"IMPEGNO CITTADINO BENE COMUNE",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,7,"FAIOLA","OBERDAN",0,0,NA,7,"BISEGNA 2025",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,8,"STEGGI","ANTONIO ",0,0,NA,8,"ITALIA DEI DIRITTI",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,9,"VIZZACCARO","ROCCO",0,0,NA,9,"DESTRA SOCIALE",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,10,"VELLONE","FABIO",0,0,NA,10,"+ VERDE",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,11,"ZOPPINI","MARCO",0,0,NA,11,"PROGETTO POPOLARE",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,12,"FERRANTE","GIUSEPPE ",0,0,NA,12,"SANNITI",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,13,"DI MAGGIO","ATTILIO",0,0,NA,13,"PROGETTO ITALIA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,14,"NARDELLA","ANGELO ",0,0,NA,14,"FIAMMA TRICOLORE",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,15,"LOMBARDO","PIETRO ANGELO",0,0,NA,15,"INSIEME PER IL FUTURO",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,16,"BALASSONE","IVAN",0,0,NA,16,"LISTA ALFA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,18,"DONATO","MARIKA",0,0,NA,18,"PROGRESSO",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,19,"DE SANCTIS","CARLO",0,0,NA,19,"LIBERTAS DEMOCRAZIA CRISTIANA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,20,"CEFALU'","GIORGIO",0,0,NA,20,"SI IMPEGNO CIVICO",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,21,"PIETRANGELI","MASSIMO",0,0,NA,21,"ITALEXIT PER L'ITALIA",0,0
"130380110","066011","A884","BISEGNA","0110","L'AQUILA","038","ABRUZZO","13",167,185,352,86,85,171,48.58,22,"BURCHINI","EMANUELE ",0,0,NA,22,"UNITI PER CAMBIARE",0,0
